id,gender,age,location,F1-all,F1-an,F1-ask,F1-carry,F1-dark,F1-don't,F1-greasy,F1-had,F1-in,F1-like,F1-me,F1-oily,F1-rag,F1-she,F1-suit,F1-that,F1-to,F1-wash,F1-water,F1-year,F1-your,F2-all,F2-an,F2-ask,F2-carry,F2-dark,F2-don't,F2-greasy,F2-had,F2-in,F2-like,F2-me,F2-oily,F2-rag,F2-she,F2-suit,F2-that,F2-to,F2-wash,F2-water,F2-year,F2-your
CSH0,1,53,northmidland,612.7608256192074,536.5783051158922,660.9049037125864,476.15091931659344,562.2518391080577,548.4627461755548,343.1828086162243,562.1424398436576,472.69407413391497,661.4886497942744,402.2446045942695,423.7055016985874,613.2939156942089,341.1546435299449,368.29266112431065,624.8023185780618,379.224829224422,587.2253123885923,601.991305936392,354.63123314561926,431.6251917765122,911.6236860925422,1881.4044484084504,1846.743680347651,1685.2061210296251,1373.3788355607223,1055.5952360279985,2269.086593060556,1904.7164778545196,2399.4738173118403,1371.5127942812271,2356.460715867595,1917.961682323487,1713.0549000060691,2283.951411870473,1734.0732478557172,1748.6654574576974,1955.4575349531365,950.3810797372836,948.988015244583,2136.9264052981957,1619.1157586627826
CSS0,1,24,southmidland,651.3044888910455,500.4289942766,712.0595557780464,524.6103876089694,597.288978609069,622.4971142590101,399.79010921481176,590.6512641580483,444.9976210218255,698.218864366371,552.9482801603237,412.68323237512686,668.441658742402,353.91102884242054,417.7236848201371,653.7437611423478,430.899905103893,650.5744848985366,595.2927100514237,439.4444154758638,407.1081029938144,983.3050242272096,1781.2276977143206,1562.4803061940763,1685.893374965964,1357.109050923441,1011.2956976998472,1808.0656034716912,1790.0009769327835,1907.4738262149333,1466.9896362818108,1888.1301691801884,1785.2183122244294,1649.3725436262375,2081.4480590526146,1695.9046594123324,1686.5430374894825,1860.403864365256,1046.7683067740534,955.5384023593596,1976.3265563803936,1711.0026323294965
CTH0,1,26,western,579.2101680959288,538.7418266206975,615.8632645623859,495.36390721539016,546.1527420712016,538.6271827744405,323.9627716015973,619.3273581965678,466.9925617548249,671.7776444411605,520.8298020984181,424.57079524656206,641.3521899609738,380.7332637367055,384.3258271358939,684.4444000794591,430.5429984167896,642.4245896717606,602.6449968171756,392.4674100577405,452.2879281370359,911.0892727129414,1740.7561017500473,1623.0938246720043,1776.442531183885,1266.9692095477712,1063.5602877922065,2213.340083339179,1605.315073637259,1813.921120781396,1344.7996171275147,2151.5052791025087,1832.703861849821,1443.7979575621766,1870.541289122692,1493.5875309534686,1580.6325206645995,1696.1368649807855,1000.1498179250732,879.2936109813506,1817.639568396844,1480.9780460649772
CTM0,1,30,northern,731.3475822334351,551.0282364245027,620.9291153447912,560.371170579384,593.5369383424795,549.0325985593665,364.0049528665473,623.9410863932889,518.6346136775736,634.7365119149224,512.7888144108072,452.8096429030848,644.5296658586543,488.8013913804246,429.60481790578217,645.4036517543814,447.5769808820608,661.2928131667524,605.4201058905528,434.59284226486574,442.1763175427328,1077.1101338936392,1864.7701033759813,1808.3415690537236,1746.721280208118,1644.92190662885,1240.420994030531,2123.527038600815,1932.8821867641343,1881.7671630564787,1419.408536686212,2311.244114795484,1878.7905223147304,1709.6774531990563,2192.5472975912694,1518.1700533619082,1519.7303871658426,1867.966148856172,1025.2679347234218,992.545606109424,1976.5449655689424,1921.451023929471
CTT0,1,23,southern,647.8960430578323,509.88747348526704,646.3053902405228,483.187346587711,610.9285077872161,622.015904449484,371.0172593976312,624.0103264708081,424.9540535938375,669.8246952114691,457.8580911522332,449.3860367621612,671.3262455416915,333.74185036438104,414.2195927577823,641.3740545931878,448.4899842590534,695.6841940705946,523.0514466283042,432.9190483562135,403.497957052636,1000.3315895112738,1718.0881942626522,1683.9880460422455,1839.1779553917047,1240.7531167308548,971.0136647807304,1987.0710696296223,1763.9966895660873,1944.1078217254549,1405.1642596959557,2006.1618126612275,1779.6677449379351,1584.523105933147,2039.7058736244976,1731.5215055968072,1604.2431067009816,1867.189463126248,1143.6343457963562,770.1127454898955,1905.3546975524744,1727.54567078837
CTW0,1,26,northmidland,609.6530202873471,505.9090716455631,680.3282285964743,534.0685868882774,587.663392553159,558.2212977155307,308.01847890572805,671.3377235529515,371.37351861957023,626.1657172332579,453.76189215388496,407.6794592773822,708.4509709584654,400.0842034936228,326.3803765325537,688.5524956276673,394.5337126050816,635.2006671572486,589.6759929984892,398.9681204909523,393.539373581193,925.0371891545876,1672.6967241878217,1590.4799966924318,1512.2662465474596,1195.9779829342867,1070.1920346458528,2072.378417810295,1640.2699003592622,1660.3129094082526,1289.6220943920728,1813.7436564218087,1735.258516442981,1280.157548313816,2084.646972998833,1459.7833395767295,1363.5075597627094,1829.349111127204,916.1638728155248,896.9585596644202,1842.8928641020216,1616.3409106165109
CXM0,1,27,movedaround,695.9379344110077,645.2174067317361,688.5623441685876,517.9224855070348,541.8182924818461,657.2925757085395,370.0208315623476,500.46708556039215,550.0071876430666,673.0133368026557,556.9901516336603,483.9851624826004,635.1261144044425,395.74540546474,407.3735865005701,626.1006881421087,442.2787160785106,668.5062845593254,659.9551525891497,414.2829730944363,453.4732394951333,1030.6621364272628,1671.0906348847184,1548.5335918862968,1717.7891869926302,1353.9174853773495,1201.5147150614785,1781.9283220120665,1728.352008524886,1713.373621669779,1258.4158869673854,1803.220244105156,1740.5295500971847,1445.4698239324127,1793.5083440011156,1771.592305615532,1480.6418347539343,1900.0802310975844,1035.342618434927,1038.3523151634472,1763.7639754410666,1619.4327167383703
CYL0,0,27,northern,797.9625391452381,544.4665308082916,735.6463705265301,588.7340232386325,706.6987042076208,675.1823303683168,477.38044528510807,713.2533391891141,453.1546411495879,819.2348344208443,440.9203577345628,424.3916852780544,737.8736363993021,387.0571155651139,435.5298126019689,828.5244264758727,418.8681323215304,802.4321187408256,754.3418558997785,388.43114033392703,418.276953190773,1071.170650712337,2373.169099532952,1904.770272690269,1910.7771723816445,1420.3012158715576,1594.0468279336624,2431.664824153896,2047.147661257178,2440.700470036018,1538.3793966182411,2664.639162259409,2132.921775305552,1923.1378758318904,2685.534291122067,1715.217533538964,2063.387036648184,2133.895395780015,1317.4289417847106,1235.7886290866986,2418.893184936426,1796.369533418342
DAB0,1,23,newengland,555.8705383556406,544.1002080230425,539.8355908418356,614.9817020734266,605.0344733268403,588.0668449792829,349.98743376377786,711.3969682837463,560.2911266568088,630.7767151952853,397.8646750841394,421.75959816333113,682.062681955059,351.90258013628085,379.6993136529527,646.0558943891915,473.9843296687134,618.5857781487376,467.7027778719109,412.3141734014001,362.10937590791286,958.3685974494445,1496.0210182370386,1515.9421648766424,1652.8974797526384,1346.627850276045,1033.367120966319,1942.1047960065189,1645.8178191872703,1882.2587153174327,1449.3592268774328,1530.9851196143145,1857.8330352018847,1394.0090044268134,1948.4814456719048,1278.4541942689634,1520.6404277778724,1835.4765550622917,900.8046503982678,726.1112258264146,1897.76133127006,1965.8348138478368
DAC0,1,25,newengland,562.0108172203225,526.0588686841655,652.6991967612311,541.4910069566744,620.5678465571121,581.5911461200834,400.8884098325718,594.1212860616492,492.8476852004932,582.7695335095002,467.5861999323907,376.9695634573629,623.882930064184,395.3759405242716,353.8284862690114,601.1436894975179,385.1040727104373,570.1465761645611,528.6052193418066,429.1198642468533,387.5237891779685,1026.5906884443982,1961.808017039852,1656.6713391864805,1773.691699977982,1453.2688091904856,1352.5621022770763,1923.380024158456,1708.0717510511035,1665.596162895129,1402.047349266635,2173.7433980687733,2021.8026646474268,1563.181863021124,2009.14741369826,1757.4921400626974,1620.4575411798291,2026.2442712841032,989.7342565514208,966.750551276202,2007.559084465169,1851.295309637437
DAC1,0,67,newengland,714.4464428657253,663.1657187667715,783.6973779705556,792.3890755527958,928.9527639533098,787.1659361662896,344.4532133936755,719.0601713102416,539.8062208612279,866.4488930634782,500.145668852092,441.5848071544778,821.7084451946349,409.01062148156393,501.28155326629405,929.3825111891068,518.2469623185607,803.5166804550248,802.3826378421669,403.9382786262896,501.6129290988116,1066.1381581993794,1874.7683092052905,1964.2873548975144,1899.6356222884133,1734.0697924382869,1328.900743055252,2522.7270310462263,2095.991777530508,2145.7786872385864,1504.78913356153,2194.7375974154797,2089.152818985254,1807.9996575053392,2509.0810552973294,1253.6715116312994,1720.310449696786,2187.438801039332,1168.7242121133088,1065.7795743956567,2486.356239525293,2005.9655745528732
DAC2,1,25,southern,630.0955334998877,596.8349424811099,696.4138721324667,465.1302971745354,567.9525709527837,590.3591834776004,369.1138175781619,496.1507296659314,447.38265418765246,634.4746253967297,483.95501046978734,428.9203988716366,660.1026836839033,383.7225621592169,409.5897991600917,633.2647363346508,424.4985071494632,650.1244582080099,517.80363320257,372.3445107121631,385.6622517520828,1037.3786241124335,1714.292922148988,1616.507543663439,1730.2647984451755,1235.1272637869547,936.581866198452,1912.3730130966148,1773.860013601622,1820.883940594907,1240.8520900248466,1970.3471454161568,1827.8029383321705,1479.8855680720435,1836.2694996611408,1422.8950794666828,1553.9651795968953,1978.7046982256209,1079.6170538473314,868.3174065425584,1903.4904409057965,1707.722618116902
DAS0,1,24,southern,603.7027306877463,519.4960269995429,630.1916412646851,480.6890748800779,555.7780765317891,540.5294200542586,372.1755823704443,590.9810194197353,527.9962877115357,634.0681052903045,466.2750999607016,428.44519578071487,578.8422080714276,391.6980740317791,392.3297468723209,603.051099172517,447.3583032943504,611.6952255589007,475.1643745161441,396.2987314290721,398.74169103230327,974.0710956670704,1725.3328330998224,1620.8945360797998,1755.1656796978868,1060.3371739750733,1021.3525401479098,2079.0764397364587,1720.2570831018022,1756.9081285332054,1231.2372026482892,1836.073708564824,1713.8196968058785,1613.82328339554,1898.4877899701055,1676.3748342814197,1499.980970843175,1778.1784050516412,978.2790172083812,843.4262018097864,1924.76451341476,1736.986124751069
DAS1,0,26,northern,873.3738729945146,654.9352465916697,817.1526259292801,612.4524381803121,777.0323217190816,804.0783351118101,414.2773653746321,708.4081624056138,608.6940591866,739.2273649731688,620.6824608632472,521.8892455639213,799.9482514122951,442.5572581562597,468.8476276705609,846.105686596839,551.7920987847148,885.1174841787245,798.3624934353813,428.8532236720651,459.43975755975765,1280.868277056678,2207.693599483256,2118.7490129634466,1853.6424263374236,1523.0268992634312,1387.3574580532984,2360.8314046690884,2026.594026847411,2179.299373838045,1741.109774405629,2214.9367982042195,2188.4314653639844,1869.0472600840933,2428.3160786273725,1956.1013004089184,1811.870057333894,2200.089479736298,1294.5169518418224,1247.997167759231,2434.944949209221,1953.0514698841848
DAW0,0,25,newengland,854.8758622138762,568.1333478547635,755.0952625491965,603.1206685511188,755.3013507426626,732.8436927195099,444.3014891239341,734.1633384458402,503.7468471710101,716.3893565087242,552.3188905658565,457.6247623882738,811.6610026945765,471.1674485765636,454.2667812214986,856.6501138860872,438.7342351506443,800.2178268656129,754.0005007626694,432.0444517677447,441.07711455837614,1332.0175168879657,2130.480315496924,1716.2390107968376,2023.0385591645695,1523.2394813206524,1537.07452847898,1959.5593317662228,1881.727080094268,1697.5901890260914,1673.8338899448513,1847.094920583882,1807.4450649105297,1742.2635799661052,2178.076802462198,1758.410317594518,1712.6258106984303,1930.6677204948005,1292.7143127353395,1165.9909090921617,2222.6996875827663,2068.28614304888
DAW1,1,28,movedaround,546.8610148091409,557.533458788897,629.0457057906805,480.3883534650142,578.6735752488592,571.4861008297795,354.5879849478081,590.5877497414244,504.14634046942655,620.5647556108223,422.5500949893212,456.59162738345896,640.5357147660237,387.6569047559761,392.6275573287335,614.382537080759,407.2153182481635,630.5539415146992,597.3715531708556,406.1625842015318,416.35690834401805,905.332721937313,1777.566335868946,1586.6914112137445,1822.9858810942328,1390.149122234571,1055.2741723838365,1973.5869272201223,1780.3161582443597,1934.769751574841,1168.6631408381354,1951.548929986952,1730.0414039232949,1428.1123062408706,1983.8722670149564,1552.7596709393088,1519.029335988773,1881.3180372960967,1022.1414650638616,991.9900419873546,1888.856056513747,1683.1884793694878
DBB0,1,52,northern,579.1003635213631,663.1157066532625,584.2457812034868,538.2407670786582,621.6638294575486,645.3958455239205,394.77726492263866,626.6827843247816,467.2332456334304,635.0322600514984,518.715549741824,456.8500680419676,647.5296294325552,404.76818937432864,405.5500862175795,686.2587017637397,420.7613581437988,629.909336373524,594.7738407712116,381.18833470824814,496.667111162668,874.3457602103291,1752.273865627218,1447.4379826500624,1823.044745172599,1171.3417463020537,1136.1059567700288,2191.0198458181194,1686.4008123923647,1893.962446180022,1261.282374925872,2298.912968100223,1938.5137133526905,1637.6505270370387,2126.649155834393,1520.814441723902,1594.909735531019,1950.677241766199,1039.7044389017103,1009.0254509200122,2238.7903131758,1241.650686027773
DBB1,1,24,northmidland,599.0939531262004,640.1825517230249,614.4639741022935,478.0923587942767,543.4014881645575,534.6557373569626,418.9460001539393,581.5714359040579,426.3922010131441,612.8177127410112,546.7703161238918,503.3311429690693,654.6572704707354,395.2240490154412,416.0902099319036,598.7533668146474,430.1822233408549,680.9694971511683,611.675438802781,452.0054380867311,455.9186779960332,1043.9924672665538,1778.3676499986425,1571.7332839432802,1717.6734695246016,1429.9746607177149,1222.219523188797,1788.9591352634327,1618.780389439096,1742.7548084903503,1359.3756767981033,1884.420571880034,1633.650080545197,1511.0064465437222,1844.8389775094404,1680.59604711264,1522.7082863624785,1856.981055058199,1080.4151548645168,1050.0273919134136,1916.595791413454,1654.920601492419
DBP0,1,24,northern,603.157136762225,574.670074269448,645.0458988021707,472.456975213384,532.5513387271932,543.238403602433,309.58996935832243,604.580306799104,474.50343603700514,547.5618452886292,409.28805595899416,371.90380013406576,572.0729082185131,351.8796510903238,371.1972804872582,583.5089813125091,365.8853884929654,627.658629017501,617.8686111900837,394.33015002852034,382.3185075887403,953.7758968199076,1877.6394516262808,1617.6048277050688,1866.1954741289255,1328.0392504492854,1047.102770593821,2051.7576933072773,1504.4872813403656,1815.220705670059,1591.4303776133995,2149.389667336502,1981.3642890221067,1719.3047749018087,1988.672394865447,1477.3068769303998,1618.4932281884326,1917.5629661338407,1102.8763306628996,1064.3299767841354,1723.9987822690607,1731.833418315048
DCD0,1,52,southmidland,561.8216552750099,527.1829198056,549.241379190356,468.7882619042045,552.6469726108371,572.1000321905342,368.68406769426736,543.8365347861061,538.1948419693689,595.763487684431,520.0512370206186,485.1250348631451,538.0271500990505,415.6737104957032,472.5602463360641,471.5602881901148,460.0308661061208,560.076869025809,530.0624131131575,409.85042853146143,441.5413283577083,958.944597917662,1639.4772561475586,1555.3139486652071,1639.5169615204034,1190.9737077825291,1005.021140342031,1882.4715923652304,1731.4004750872605,1702.9263106605868,1426.6688499365046,1727.881965753115,1516.9279326973476,1593.353787582842,1883.0160105237744,1389.2519187938997,1546.061947447088,1639.859731101636,989.7301930601496,912.149868951308,1805.6359620549588,1536.0925727822307
DCM0,1,26,western,734.7838886077092,579.679046284391,736.4680681628072,536.8845804361526,590.0681189460788,742.9638443417912,391.26941437493343,631.4058516864479,531.0593331906781,661.9500377475798,493.4955226134289,403.3340427235132,715.5272117646786,428.3073156982216,406.01645187998616,729.6154588963723,461.6351280923841,664.697165060945,637.7796037178255,440.913861730324,415.86279729306455,1104.7709146840014,1857.014037374409,1676.8521934906098,1895.153069724024,1356.0933411908277,1346.1979685874976,2188.8657244863784,1685.3528776815458,1900.257856409937,1474.9995316823893,2218.9762813294383,2021.8879364190807,1521.0964840000297,2088.0109646925707,1818.0027518681693,1530.3105013943284,1998.259587963119,1081.8088063009911,1016.13220372411,1999.268525186996,1873.6817486811872
DDC0,1,32,northmidland,646.6438936359916,600.9036089392607,712.2901665659243,491.5108886078866,675.2009932333588,662.1811319935731,351.68723187387457,641.270529175558,529.5284390021463,746.8989529562612,555.6286804062368,460.3805464778562,691.5353271853522,345.36885081196766,413.0526571903968,739.2610878821075,447.3338451364684,726.1941936495239,680.7118256148643,449.38853739703626,425.0030724652818,930.629908596814,1839.640141690712,1750.132538882225,1770.3036119429046,1346.4230563248864,1321.1469871848126,2028.9198917377653,1959.560649256582,1798.6622060091702,1335.1297005495885,1978.424465331172,1857.705020958661,1734.5131999831108,2233.461146404199,1762.024922063314,1690.8448468153106,1989.073681382767,1038.9515888570963,997.9745407900392,2012.218974312682,1751.2094586596847
DED0,1,26,western,622.4759903508515,569.7012054742648,748.1739306360229,483.2519542033539,635.8723179161475,606.8583317989691,324.2618980039957,737.5456289331013,534.0663775541392,654.9851327835927,463.3595865168785,356.018024242134,558.3217254232158,347.82589858937604,430.38934680188777,662.5485172038703,395.7413645993549,667.3194611901711,657.0650926329297,391.2709708567306,427.6124358494234,893.511058065908,1959.641229951298,1510.9676030860176,1541.4231174842755,1249.964894055715,885.3631565005121,2035.7995803874528,1664.0447810690218,2048.698361614644,1387.0650146145156,2225.703005891058,1912.830818400186,1723.2595775482416,2190.4170691083978,1676.580012302463,1579.1049286556106,2023.5261327741853,981.5756329894092,991.261889561406,1785.20627141001,1452.674161241146
DEF0,1,34,northmidland,565.5794352139741,535.202471667468,608.5691976430181,509.6151735853251,494.433692176132,573.2498530307205,394.0644388672836,564.3726002398632,623.9063144914059,585.976587405937,447.640069882294,470.3077683506589,588.4399302931824,402.5382974095664,432.5564501474989,604.8438984479876,395.0816121811036,579.6308541266525,543.3253766250248,402.9695139918701,330.437757315758,979.067081633683,1777.808790775579,1677.7142702534409,1803.2539627792376,1327.5907345445248,1438.9545388463202,1968.37824856858,1716.1204729918322,2113.2350943335346,1418.3945746325494,2064.507291819949,1553.248382811894,1548.1360841072967,2009.438535165736,1723.1559958074336,1540.1083338802048,2027.1553742913104,1032.58854097202,978.1569059244448,1850.817496120041,1824.829860167904
DEM0,1,24,northern,668.5009915490464,605.9100226170218,651.5743812627964,535.9100697365177,602.66871458927,656.9724512627663,403.2095766012418,579.032022170804,636.840876772006,739.2032047369654,477.23424364073,459.6747688971461,608.057098850916,460.53983689719,426.2576967766583,671.2490367563769,390.2045413699265,764.459076461149,706.4622297953852,402.8478302145595,411.2340365752631,1006.1293062885652,1806.9233929299949,1820.0005977380051,1715.0463610387612,1543.4136827742298,1252.3106321351684,2049.159278702828,1881.0408197069205,2151.1780343698674,1508.051249748244,2002.4688855716815,1790.0488960866642,1644.1281777280662,1897.3836014432452,1666.876665088393,1791.811163952687,2029.141296625069,1186.104273925387,1163.878709893118,2058.584062525502,1871.82109193474
DFB0,0,24,northmidland,714.0251122303486,768.2474639702052,707.6231667159016,696.2188090342555,635.1354877813994,660.7901457591208,443.6418181575388,665.0455682552492,602.835941852551,670.5896708946492,601.8770306059289,551.2435270383753,745.0314326763695,422.1588725967615,442.7705281937315,731.6170746086426,504.0754533098212,759.9070958121364,559.3123788246519,529.040087525037,444.3912520782256,1237.216338336729,1595.4100187313977,2065.1019813159583,1898.780198199356,1727.720550396337,1265.049713184381,2049.0373535443355,2133.4458163521203,1889.773148113884,1579.7967926602016,1975.1408038218285,2014.9521611008863,1924.7953282163585,2320.832229780044,1939.0151475180069,1834.9374543918375,2247.7138250378134,1238.1883560711,1087.2187800828256,1985.871715829441,1955.1240637722185
DHC0,0,30,western,710.4899300081328,606.8166635398295,800.8263954518798,621.9969857935305,691.349058861954,686.7653796812534,468.8026067940569,745.9455508779612,480.744700468798,764.6866740627472,482.4256332452423,514.8755080935777,807.1128158363865,397.9885630179711,454.3074718654221,856.4610875659877,416.4648859126633,757.6390590322562,753.452206573318,433.3667625598916,426.0930487551683,1170.5108691656878,2284.3851667960244,2117.7165398078896,1785.661824071009,1488.0530492129765,1270.7884201208794,2350.042038017012,1958.8460003701296,2259.222588748961,1758.7248859002752,2401.2252492944785,2154.7013252780957,1837.0252135239,2448.142131627637,1778.546886054915,1771.0936866291286,2285.8898451673726,1275.7668248855707,1368.8987924284747,2315.005244310538,1997.7581184035312
DHL0,1,33,southern,578.6634317666781,562.1931050579277,642.7907708921118,535.4667506730486,625.9471802934866,547.9447400858778,377.7278312854798,560.1931809548751,538.7243627276024,694.6661020150711,433.08466256212006,478.33346702625386,646.494446089395,391.9687070498116,424.46468790735935,598.5078234059274,458.7281023867537,679.5411640497576,472.4011058416965,371.1357469070184,457.6303027206681,876.5027891476454,1327.9673350346254,1701.8228570084282,1858.5355738710705,1107.7541472412377,1099.0585094181076,1843.8382468827149,1771.1437947928885,1942.414031987423,1426.9790517941,1568.3190844939631,1571.4704351188857,1750.8929076928475,1871.7750133447337,1125.567630768664,1496.2053963995809,1822.6470967207013,1045.679050234558,797.7951653240136,2048.835696949246,1460.1027849237853
DHS0,1,32,northmidland,613.7234207011483,500.3437294375658,655.539814651871,612.9121850158566,608.6593053430288,698.5124849495515,401.17194181718486,646.5246755022483,575.8546686291451,608.1205215122939,471.4816707319545,438.0913771520436,700.0043827052507,446.0506488274562,465.3669303033269,669.828170374496,433.2034688170164,713.3630895160716,509.6258458753435,416.6839109502905,434.0062367470892,958.225561765957,1850.5350439113663,1941.135584480554,1893.16414965706,1332.7638657246064,1246.4496875331804,2200.808815236215,1748.650287768066,1837.8251298978485,1489.1661394335697,2244.7989529053125,2170.2416030602685,1579.320675994238,2163.2048043918867,1685.9656741534106,1616.2942518143343,1969.212951937724,1092.2610845137365,839.7245082857173,2165.121382200994,1849.7176272947484
DJH0,0,25,northmidland,817.6653653491863,684.6408296877452,895.6777665421491,687.2736735033726,778.8592831819464,730.3090587389926,511.7823197038692,829.0225960927625,650.9402353632191,900.8435701849388,589.9816080647829,536.336372830165,840.0257972313739,402.458245878543,455.8522557156275,905.721843687891,484.4701030306816,858.8243168074181,821.8188143424862,524.9436863116941,451.067510579467,1150.3550047915223,2375.220337845813,1867.823074124711,2043.8586576880011,1391.3702243960252,1496.7682167610064,2589.6961342273207,2237.117930341667,2461.330680326882,1629.235678741853,2500.855456563941,2439.865155274851,2015.828363478608,2740.9788255441927,2046.5938420414743,2048.2448323112567,2444.5318621881097,1305.7169533112522,1260.714393883602,2421.7802333343184,1893.008239992154
DJM0,1,26,northmidland,666.4142217653593,572.770341290982,660.6846342339089,515.6996106132599,548.4888705206724,517.2199498690535,368.9170262209159,583.8830513174235,702.4719433011699,708.781366072034,534.7119843335713,430.33982241889606,587.9746191166251,426.32912450882327,393.60361405212217,633.4618140576421,470.5643946288831,592.5219503827136,670.9340874748776,462.9706294590752,399.4713868374994,1003.8766866490572,1993.2869484160276,1629.8170777860612,1734.6226718904886,1445.5965948555915,1053.0486721474897,2246.476962844123,1847.196770064197,2302.299426361319,1409.090656481693,2335.934884950001,1873.625462616283,1599.2344506264085,2320.157052743638,1750.761045500088,1708.0845808701476,2142.0628768522547,1176.0093281072266,1074.939863374951,2055.7209997623404,1975.8752065553372
DKN0,0,31,southmidland,724.5662032836444,660.6562054668112,732.3930358209611,507.8993574738388,688.8066779124307,765.3424086345509,463.62398328900304,767.8295250637776,588.5622501053161,779.1790332672272,604.152975153992,409.3183049021685,758.5226755268511,533.9603832867131,453.117654523454,758.8087127690179,450.88322586249546,709.0733968915405,674.2402057277752,389.6177157682244,475.43011586836445,1085.26306097629,1875.6248574907847,1352.5139353662298,1680.9253148154623,1175.0199097227023,1437.3261336857026,2209.802867849179,2099.393228567069,2062.296603758048,1358.7043440574585,1632.071980273066,2127.612263084153,1677.825019372798,2168.004683260477,2007.5770432632887,1347.0714214113318,1740.838279059304,1028.3288442733462,988.2645545021352,2144.065833433901,1630.2213073011987
DKS0,1,29,western,591.9433627857787,517.7482027283871,568.9520948742113,464.8134922226653,560.6543159938519,574.9534731761474,323.85475065841234,535.412923007196,413.9539846301394,579.0224451666973,403.6191291879885,422.1504264247025,608.7865601374632,345.90998137153963,415.5045924688815,515.3813529994741,428.57217597084446,626.5244280692426,544.2432539086095,377.0724122721228,420.1677131269742,965.4793002496704,1684.1963465730262,1617.4682037991504,1681.84879221937,1266.5529139649225,1078.775698098351,2011.3795987716592,1736.114863226508,1773.9052591736763,1484.2268164816303,1984.716266166733,1697.8450969895791,1580.069299533778,2036.739350796246,1641.984509507241,1544.335072059095,1857.4927088212653,927.9642796253898,854.2722894966473,1897.3611988893808,1686.2473080742077
DLB0,1,34,northern,628.3221989726943,554.4972876916358,640.3438714977872,453.2699753933536,615.2666869819,649.5563391805869,380.642008101348,578.3109552709968,637.4036801252302,625.5601582450084,392.66886370334095,379.08597905620206,582.6951237713959,364.3680866217756,405.5010270540951,602.6085227508175,378.4394274225201,556.8013755848407,691.1793078302358,441.20759960316303,401.4386960551252,967.4259677834862,1838.2439288644707,1884.0560208809736,1979.051992590008,1472.1107867147784,1173.4502693885554,2143.7784876517903,1885.1831312155011,801.8177013618418,1444.1724346784656,2431.284789659161,1899.9556173737765,1700.4747378081354,2441.909913273981,1560.2260333579438,1747.1369602800723,1650.7547850349938,915.41293749803,1054.4390063946323,1966.4321009594903,1847.5987795671456
DLC0,1,43,northmidland,638.728707965805,575.0454069422805,576.5225936662993,471.0947709578845,535.0791381558938,598.4829408118309,350.7768168602869,523.2230293879591,468.51479961571135,666.0376127777355,426.9809735037271,461.4832154234607,622.5081672353781,351.9658523856484,412.5229195269612,625.3694976032876,363.2019808013534,516.6472300073899,605.4022812618148,388.31141061741465,368.13041163277205,938.2089476503862,1762.2593046489244,1733.1877891770946,1750.8187343487457,1178.6243772394878,1011.4918721152204,1938.398411153248,1932.1722064438216,2091.7081065299653,1170.683980694562,2287.140837675669,1672.7009222139582,1595.1420202482673,2126.166858589532,1700.067369944287,1614.5828006253855,1753.8250219286615,908.6442385009524,962.5037046220936,1854.221730672703,1717.4191162757163
DLC1,1,35,western,671.3042948148963,582.3263991085549,655.9103337751918,469.1724080933307,590.418986715201,591.8190109695328,365.4379287724855,664.1533799549319,503.3065892637889,678.9276242192384,553.874783656377,499.1642163895908,666.846175995491,387.03580040902057,382.2168365193876,686.0018300791912,435.0839768073793,617.0054917230979,693.8323050693987,460.1850354130708,427.0510099839786,936.4859146073168,1664.7752391538977,1518.268994408916,1787.02321241536,1330.8537717353906,1107.8635654426712,1929.6356733481932,1673.6464491369002,1919.7604297622531,1318.2770767927675,1752.9297957585038,1611.541127149681,1468.5237027568396,1947.1816779723956,1593.5092333097905,1542.295615609697,1833.7771463981007,942.5649305110188,816.267902245425,1926.4812907863,1623.7134158770918
DLC2,1,26,northern,570.629707890812,616.8848564021023,659.7373135448422,481.116199321756,580.4070442908103,567.3714072947599,389.3077266507851,681.6896197277572,471.9951938720564,636.5220578460143,559.0593691374149,479.50750768042775,641.039913766699,405.3596970902107,406.09154320081336,704.645941731403,537.0219185538964,738.9981296968631,673.3920102372185,399.9710846187516,397.30792730139166,838.1654930713661,1898.943319034616,1800.00113939058,1746.1218734962174,1389.1512525560515,1411.0660765837906,2075.759926547508,1692.9669062932126,2000.9821206347765,1346.952982083135,1890.7215670260384,1874.298483521211,1495.9076785125008,2173.7840919628143,1636.721211563722,1485.6358964698716,1916.215224963768,948.7755829107236,903.1217967889556,1950.7632647224443,1889.5730215131896
DLD0,1,24,northern,662.0157846611582,566.6996182580926,689.6397751261676,500.89302091975566,634.6344149850318,600.1770363180469,391.7721124051032,635.438799159858,443.0509290816128,589.7829264064179,444.0285566629855,406.78130556272725,611.4726257494304,384.24080041961446,358.2340822015314,636.6800804178972,436.9964108822187,646.3441049247737,618.0174232481736,399.9420219801505,413.5899603783545,976.1835111205836,1870.1064993526843,1693.9181182991897,1870.7483170970368,1368.194390536285,981.4661929673852,2456.676882296849,1832.4465279597016,1963.540914481144,1447.9283478809557,2461.0334661504144,1968.3963509461637,1715.8850272795694,2437.403690474696,1631.9166635735294,1593.1375387345888,1830.7840982315947,1024.6856147484548,1050.016380814553,2001.3319814141164,1768.9217200508908
