id,gender,age,location,F1-a,F1-also,F1-and,F1-ask,F1-at,F1-bags,F1-big,F1-blue,F1-bob,F1-bring,F1-brother,F1-call,F1-can,F1-cheese,F1-five,F1-for,F1-fresh,F1-frog,F1-from,F1-go,F1-her,F1-into,F1-kids,F1-maybe,F1-meet,F1-need,F1-of,F1-peas,F1-plastic,F1-please,F1-red,F1-scoop,F1-she,F1-six,F1-slabs,F1-small,F1-snack,F1-snake,F1-snow,F1-spoons,F1-station,F1-stella,F1-store,F1-the,F1-these,F1-thick,F1-things,F1-three,F1-to,F1-toy,F1-train,F1-we,F1-wednesday,F1-will,F1-with,F2-a,F2-also,F2-and,F2-ask,F2-at,F2-bags,F2-big,F2-blue,F2-bob,F2-bring,F2-brother,F2-call,F2-can,F2-cheese,F2-five,F2-for,F2-fresh,F2-frog,F2-from,F2-go,F2-her,F2-into,F2-kids,F2-maybe,F2-meet,F2-need,F2-of,F2-peas,F2-plastic,F2-please,F2-red,F2-scoop,F2-she,F2-six,F2-slabs,F2-small,F2-snack,F2-snake,F2-snow,F2-spoons,F2-station,F2-stella,F2-store,F2-the,F2-these,F2-thick,F2-things,F2-three,F2-to,F2-toy,F2-train,F2-we,F2-wednesday,F2-will,F2-with
english458,0,22.0,usa,547.4910134568888,726.6104845739135,627.0870929589045,884.9377418090899,544.774455268955,937.0978029188368,500.7768738984181,421.0251732376482,774.6812018316355,521.7122092709974,603.112490515511,773.763246417349,536.300637670064,319.1621790024933,879.028582233423,556.5131100676558,628.988132508822,773.0615466506994,590.4068983472758,533.2660144157358,558.2548226419198,495.52154048520055,555.5973059080745,539.6451584576228,452.21175075605055,532.1958758499327,527.197601574781,328.5223032466931,801.3533602251523,584.9141128733747,615.7027194593337,517.1034882019524,508.1823344205172,519.5817291103631,844.0265254021705,733.3801627939793,865.1392032489985,665.1704377124664,627.9152483367658,508.3595182463124,477.2040629764483,730.8935291179973,542.7053054439666,498.4086309910509,594.6808664993862,601.3592150534485,609.6882301000032,411.14604144685416,531.2709521485762,579.7625072740876,658.5246728456048,437.9189207282312,630.940249795319,452.8523163070109,544.3899597205202,1858.777801237328,1448.8801290925708,1939.0278942306666,1676.8357872719434,1797.1443568475884,1802.5970266569896,2051.304247850159,1934.290223022791,1074.654984952873,2108.7549778422317,1593.5842021012686,1349.8797962875824,2419.279002017919,2552.6362672875894,1651.991798124143,1710.3583810759949,1757.0911658362652,1314.439241820039,1416.0714190286508,1270.3875308343413,1762.7778473146184,1820.4552335801247,2177.237917644773,2375.847179199211,2440.704188256645,2519.670924432056,1679.399664161113,2674.622856660977,1511.3020138602146,2270.8156429009946,1903.2099712611853,1959.5849981378813,2337.673885786808,2145.059637929431,1665.4859252060228,1108.831626157838,1748.5112558208075,2443.0028221207303,1364.299635994128,1539.3916109711372,2391.200849756651,1702.5236116912934,1162.3410419058664,1827.6905218818902,2372.3575908396297,2201.8779867566136,2117.067705235756,2082.59463400051,1741.4441685634947,1575.486051528992,2291.7243957719365,2007.8002326851492,1771.2126210082793,853.1687707581451,1497.2589075154342
english459,1,19.0,usa,470.31372434337646,655.3995329093186,619.3753306102775,739.4035103670954,472.5218286686775,730.973071012792,399.06370294626805,358.3216131321578,655.9283326938205,378.358734049085,500.2579310967058,528.5742005839073,310.0818525402661,330.35789175107465,636.4270003776571,460.54112359802537,508.0869287637504,629.388100614699,366.255321714875,456.23404977077024,432.6245934969806,347.9217661658937,570.9273931972083,476.574633809288,330.1490195154001,306.2318342637668,373.22253523184463,315.2658909829645,693.9934179958542,333.90514501811145,540.4962866683735,314.7582015752753,311.03661501776406,399.6414190635451,736.8062070490863,709.123741008392,733.8147500430322,559.2180508402897,496.2207998620913,392.9116696523197,373.83392061869154,724.1313734039744,473.3413103229664,344.7938406471176,297.3034738582222,425.8532646436651,391.8583921093649,310.68145246354925,353.67914326199315,461.8451831634713,393.75902096629017,352.154385473349,479.1275000552084,361.63178798314686,468.26680326531056,1821.9730822592962,1332.9935894509467,1861.8161968654465,1565.0145241014668,1921.927517123118,1621.7434194794253,1875.0549448272727,1664.1114322161957,1126.828289841592,1777.4525495835635,1267.252617716954,1071.3816748663564,1989.850647472638,2341.1964876123857,1526.33299895881,1454.3445543730343,1554.1359398316567,1050.8734768013246,1349.1788017453578,1687.903083976627,1414.7536744012737,1734.9864015985463,1788.9467469946692,2025.961047323763,2431.9877350505003,2507.0672451090145,1560.3986514309524,2357.185683730901,1515.51379385699,1882.3083664195424,1739.258045829449,1858.403054704229,2131.921672557969,1834.62371129182,1524.671539173578,995.798995746548,1621.4748811820134,2144.2959494371103,1797.312079751743,1805.834638478897,1808.8400881694845,1376.0380974292868,967.495029611655,1721.6735740613622,2119.70519233602,1777.906277504929,1972.2858876120147,2161.9150655647672,1595.158725276843,1498.8650787563531,2008.0228660196424,1652.7079802585351,1279.465657919386,911.3832334985216,1476.083305017667
english46,1,73.0,usa,486.9281671679975,572.3037451326039,503.7468956847866,627.9391590141986,520.5232539228642,565.2831430883459,457.9766172145238,322.2702977237164,719.7171476531902,518.8532523673424,550.6326987901662,586.2812028604977,587.650669710579,320.57424201105334,786.6646774915978,489.1364015762839,504.10062782817766,593.848904546738,684.5250614203518,453.75310213076654,501.4345409062414,535.8012559231616,460.3568358933852,467.9510123973338,341.2254575690761,406.67153782816285,491.51241972132425,372.1671722049277,615.079101425672,461.5077515436227,500.6891589925365,401.68703559737855,385.34429849708647,449.1712635176654,603.0839548503428,596.3614115694039,707.0222291819753,509.17649897882455,455.7274606756575,440.3538488964092,728.8495819818241,729.4420038126574,490.8481644871912,423.17602299330474,372.4120839619203,494.59000521242257,561.1256329911593,338.5558559612663,405.12128444942,447.2905511509336,414.04833137814177,418.09525463256875,584.2274062285969,447.9758871548136,491.9451932148817,1651.3725906397638,1183.6000148443552,1729.3926995291567,1700.5794037007956,1695.1328225888178,1699.1960455892583,1900.7601764011413,1466.388347425244,1148.9845203160216,1723.9722902403214,1316.183279423465,1057.5334629220806,1855.7166488270768,2160.883715467358,1327.4586565753525,945.8936204414226,1724.263712666729,1070.654642608123,1223.0372107893254,1238.4897106325786,1356.4917968199982,1658.2755126931593,1903.43369602714,1777.0019037008185,2134.957014909713,2120.192556464213,1379.25228396096,2064.638399660352,1575.819015820719,1869.7144062131524,1752.8246983918038,1418.7550808077983,2094.542041213369,1776.7628102345957,1612.6484578408692,976.1092278552452,1554.0400992199402,1739.1132031349944,1243.107099685576,1318.554362713636,1869.267792208345,1287.4215189922738,1114.9765367408331,1628.1817515222376,2002.732803565846,1723.482108451769,1691.055455568845,2276.327707380841,1616.831486303357,1003.742215416358,1662.0589041823855,1539.9220993045237,1809.7546857941184,789.1355206071426,1541.5623857375483
english460,0,19.0,uk,533.3796223052478,501.1368471562652,832.7583372344352,1134.2497360175962,693.5690626860085,1053.5851394734648,425.1350113192483,427.1275638207141,799.878337770425,464.3819125003406,718.35644035034,566.3846098155323,255.4388032899249,379.20173819449786,782.6239611830935,543.5585677044901,711.7939934526031,743.6263650232336,516.7053415793365,588.1386986530233,620.0032753255822,476.49423154374097,593.5208866713873,529.0032203333496,564.28006213088,511.44733229250966,446.8696461756613,367.6338236801293,854.5993578069583,481.8184248828322,693.7721067327711,479.9711212179152,422.318790008708,527.2187959438536,1080.6789474041084,427.0274637638026,1044.2965695124333,622.7140489345812,620.7504296326274,483.9975038311953,587.7219589915304,662.6132391951309,547.9578837480503,462.06313387217807,415.82266550689167,585.560130605322,504.97510670662365,426.9828099404823,506.776236813596,618.6269428479143,728.3464321712943,423.1071296728303,758.6402410964387,402.9523730920071,469.7174598217164,1885.195168767749,1354.2303090864086,1888.2457745090578,1701.6626983697695,1960.680655377628,1695.5007885133284,2004.6804807889816,2363.1848193809506,1260.5232121348677,1889.2275358982088,1329.6802660258213,1199.3241125797772,1969.670981744595,2686.2133114004187,1397.0843248862757,1609.996064251961,1819.1508659227552,1231.803992972954,1241.0103345641594,1987.8052266276331,1683.8492428449001,1884.8078456033963,2063.7366542880973,1769.9020896617394,2563.9959539744336,2659.035900032764,1699.739540045836,2685.764557642124,1483.1577463057313,2474.9065211093007,1780.5814536004711,2335.606976381333,2513.758565674356,2121.5328215118884,1724.04901147612,815.6888606048595,1765.7996249034222,2324.766641092833,1912.369541232083,1944.4598029219665,1874.1577607419893,1517.200736870221,1080.4088669269536,1834.9258410122557,2630.275569268115,2288.0491981214604,2078.8052385552382,2180.3034518896484,2014.2489684135865,1405.3554420435132,2138.4217950197917,1923.3395207729486,1641.4404926963518,1008.7305442020772,1557.860919784007
english461,0,44.0,usa,436.0487280438644,680.5920077183736,724.5577928817193,816.1880742013478,725.2942542569934,670.4333990937627,443.68292720521134,297.28019214916554,670.92676958512,424.3432907942881,675.2574286311852,652.9439949776552,122.67606239036596,342.9245580251308,699.5902581079392,563.3630191038811,603.7547162445235,607.437798291362,643.6463064904564,461.6596019576463,504.4113189934807,1328.6952924939194,398.23589424845073,455.57879703621336,342.2695633038621,337.4930059842284,389.9263246637506,309.5044870814696,759.2097709255585,390.3409548093439,570.509544983801,356.7811357459027,351.1323509707238,411.8504540943295,776.7286352997538,651.6120832922492,599.2343328765323,457.64789977686365,421.4320498550405,494.47763126684464,343.1196938853516,569.3991556606953,479.68435583839874,423.7562536782031,375.8463388029297,515.3157716796748,490.4157164298356,399.4829671807893,357.65393037130264,468.23214991874187,422.6096466032378,333.5723244750418,643.5531640170104,362.9976127137674,423.2640450346813,1883.3588735111978,1108.7201238151847,2094.2628488103533,1594.036725251547,1656.355335421716,1222.7529196564312,1835.71230744524,1319.5671495585343,1130.9688166947635,1791.0398927853853,1230.7475675784392,1138.69600705907,2016.6325392597448,1942.1694616749069,1162.6205286890518,1531.2850825418614,1441.835375704191,1098.427236398982,1473.4113244933883,1293.1210632584775,1530.9489024514603,2188.239278329811,2329.2176984113603,1895.015839508136,2017.8807770614828,2464.958969154438,1632.3285191100013,2482.358684797468,1414.8213978253395,2162.0335654858523,1581.8927018449644,1660.1063935288628,2454.3650530512346,2019.8372415010413,1475.2783240765325,1024.785006249651,1692.497653060708,1985.5181802289803,1439.7309770631946,1223.9261389025444,2190.6874725421894,1254.2093261835569,1111.6799117482612,1739.851353170803,2271.4813156147998,1966.491742163199,1597.478563753784,1753.42160645413,2097.260045811699,1197.4884252910776,1884.516559299481,1711.2665812524936,1569.2014844972489,1197.411942072049,1515.9896080237402
english462,1,20.0,usa,523.8768304849359,716.6701996726758,643.8348785021564,806.3902718262692,672.7038524603988,710.3352150394717,434.2694168147336,339.850527411294,778.530748716471,373.67784575806206,606.4862767504509,631.8575161451253,349.1036437124977,358.5690609788739,869.6617455526263,525.6326445295458,589.794405545939,706.37630639353,567.3813455452379,486.9984237666062,519.7004786754829,607.136647822507,491.9002403893914,530.8359398919939,372.19034420982325,371.0362534230675,520.2075067600078,370.7137932296823,595.6831998558124,360.268162737598,574.7484328596554,313.5688079468217,314.77841279070856,447.8721368998192,653.0353317036064,625.5707861875537,686.8222585759924,537.1535193486226,513.594700002782,369.9404441643322,524.4477013962871,634.4181451382382,482.8240704582264,434.7869212673534,343.77687825785057,444.6650777490169,512.1790574537125,375.8855468138353,422.0399442194532,491.09844750073785,435.7413190681089,357.32259958732675,425.9665358480858,409.6173661421941,418.3012865382135,1859.1077179388253,1130.3164714151444,1879.1330828897037,1689.0577818983145,1826.3956659987384,1907.4793492156275,1955.0404742428493,1502.2369813180846,1186.0932066757098,1815.438359308273,1392.8688346127292,981.722642059746,1984.6046917374383,2435.0377629002664,1418.8687835509631,1468.4699740848605,1545.1367396801083,1246.5625209119614,1287.5297957366995,1240.8572811245338,1423.4657677966848,1592.3990629389396,1960.0029642710783,2089.00452832216,1569.122316920789,2523.788454883709,1571.6079975668022,2114.459133615841,1622.4304038681173,2262.7029707240627,1696.252307394175,1663.487945988144,2104.274598910323,1779.0566502093832,1657.5757844908676,945.8122386229696,1816.7248537611065,2193.7988561320108,1269.4272632471682,1362.5267126131096,1718.42593826158,1432.8435537029666,940.35819559528,1636.1848327072548,2330.7303502706422,1868.3893902539407,1915.9299728757055,1771.473687708199,1557.6086228510685,1173.7191743978558,1934.199774291527,1757.5609400377857,1686.2421575292526,990.9645893840568,1334.7395059807398
english463,0,53.0,usa,465.4165327022774,646.8446438972225,628.2100113514467,865.8459361726673,714.4336624519387,766.3520995616904,425.8141139283362,404.20589358283024,793.8419504327848,454.0330422904513,655.517391008331,639.2393803224202,331.4904625497219,315.24218294825096,825.370109006055,574.9214889281852,739.8402781939618,777.5459273997024,672.8641581487253,492.0471900159856,527.0399803382195,403.44846872707046,514.7081573189511,516.6251574291883,352.56439207210246,395.5973458127213,442.65434790231984,325.9989440026773,796.0825910223537,311.2901188366639,693.1246514495883,338.8222936504951,389.0303306070901,476.5053269369903,796.6464740317034,666.1427615147707,790.2132563935899,525.802743055205,605.0750423889596,347.61390510795906,531.955068375441,745.0975038248329,492.44475386456855,399.6451203066851,400.4688301019428,500.6973312790167,469.6879096882004,362.9218941058112,426.4947702747992,546.6771154413494,491.412770307116,363.6404125579553,642.8807116371984,453.9968223465642,424.59009309206,2030.042969646511,1004.975730732619,2180.052039843376,1352.7357671482346,1920.445164140149,1816.6056620288696,2372.044710011321,2597.81239125092,1128.001854827617,1978.5039883470413,1442.0450848987837,923.8571101345852,2436.651555672466,2585.639512344287,1308.8635877587944,1744.6324929085276,1665.6715106151353,1033.150588528249,1235.6742256483976,996.8718021063656,1520.4676313474756,2323.072917943746,2233.870272138864,2368.41226623679,2574.8410197797875,2610.1925206300198,1568.6372854972826,2626.8385987299835,1447.7103599309712,2554.1474154827783,2070.207500572485,1294.300917775458,2459.895878596381,1930.0653350097373,1658.044090180733,895.9096455232104,1719.461431857912,2345.913778846752,1323.828170231504,970.5440392775796,2474.7722216200086,1281.7217047872516,746.0137993751093,1913.5239466935855,2649.3374142770917,2157.360997302615,2284.1109663703896,2490.9281512993257,1676.648106621685,1210.130754702949,2403.4587573796166,1765.2251891789238,1578.1903241872265,1041.7813756559235,1785.3247885428098
english465,1,20.0,uk,461.85912580356086,435.472741456496,493.26890986305574,602.4405653639402,614.2661304884195,629.6698371832213,412.5473188469899,313.7634980650593,512.2550559471346,423.2898977957633,524.9595936159499,441.0043551389111,430.8624731253767,297.8636446484647,528.9753911975663,522.4204527057229,534.546180355297,473.1264536923699,339.4330110539363,396.4972438220325,504.00333119847846,404.25012157886704,447.2491062044922,449.245244397679,366.24586477034376,361.8036287718971,422.0531973422966,1631.2368014291574,648.3853404596651,335.3303618211604,508.9065883156342,301.8624646306162,320.7644688111729,423.0864127806483,655.6013532383473,535.6078466492036,646.1522292096026,513.7059733827058,422.7559181221561,383.5272195078695,356.7961548412975,533.3902891115815,470.6971638068823,430.7845837152736,343.0697049874651,483.68475696966647,431.4184114384425,392.2033679923686,382.4669944751952,460.9331108188028,532.744349030028,388.0275514022966,500.5276989379549,418.3774972624573,443.0644387177544,1737.3125212893076,1365.3959484681145,1716.2225385186787,1248.10185558312,1610.3774618660682,1560.1076787826455,1874.3359370015817,1894.4432111111405,1153.6197473910086,1806.096273578539,1281.5055320460826,1109.6703205075312,1916.6903235896796,2129.905425680651,1639.3071877227403,1584.0821909011709,1520.05370103752,1131.0351800454596,1448.131231607938,1718.0532798124111,1576.3388168508336,1660.8756396736594,1854.3624995185928,2000.269338644379,2073.186105750672,2135.4921122865844,1513.4321171079994,2886.806377706792,1278.789418321476,2095.0053257416225,1633.0894543477186,1838.9325188461808,2023.919002922452,1985.2377175047816,1456.474547462371,813.2317729777925,1606.415458487622,1837.403624833039,1582.692996176319,1722.2219332232255,2323.739580984832,1430.5358659466483,1177.6869282252417,1498.7773358474858,2064.748427635699,1866.9044099403372,1960.17808898554,1933.509801012714,1630.735024955529,1251.2596859887042,1831.6094284947744,1718.2541110266586,1326.2239851020788,1058.2287901408315,1587.3563050012954
english466,1,18.0,usa,421.4265928068769,573.7752074886179,758.1645158035154,812.4986774762846,587.3275974079701,852.0991457355952,418.71451612195983,322.47547756141006,618.5494498106261,471.80033000230105,532.1196934575445,646.091817951943,349.2167793197267,312.2318289436094,805.9324276541234,428.41871231230124,611.3485434020934,736.5579264332519,383.9070483562797,427.1977335216433,448.446579293471,382.6747244420988,436.9051638328236,435.0548008381705,370.9935225625408,358.4496663214912,411.55933468288947,314.0826545013527,797.911222152408,345.05972104283325,504.00406709006086,313.543912875148,2061.216369529281,445.1785705376586,764.4088129570405,600.7792123407395,860.2140035407741,466.8610120758855,478.5527975830198,409.562810455114,405.6821123951317,604.381201388854,492.5336716606946,503.98567108109665,389.01703470148493,431.74879699644345,438.95111501774005,330.68849032038537,418.34316849509935,461.9015835119205,556.9390047829675,339.1557254609261,530.515928977889,478.12605770616113,407.5941710438856,1835.0134710623588,1314.0678996539325,1990.983867780271,1507.97065819004,2005.9858105406856,1610.106161571078,2036.8208774829443,1596.2290347935568,994.0565901782712,1588.1176942348127,1360.3502895655563,989.6074145648414,1900.879234969737,2473.6062915040925,1308.2612154139065,1542.0673373427599,1454.6505686246408,1055.9391017939065,1169.9885553793408,870.5393612040904,1423.9766123405589,1662.6858477240448,2074.9454741087475,2248.438133811583,2557.1599870577293,2298.193556610305,1563.913684031532,2405.725696924245,1370.3015115514354,2275.273681472473,1644.4021529452848,1441.2178907131604,2727.6080355371687,1832.813249249951,1431.799813651715,922.73530141703,1711.254076522387,2284.8455606178327,1159.7457796825006,1199.9089661665016,1860.350015371711,1261.689971560947,998.6504690947633,1777.3294475275288,2230.232186006658,2045.5785798091736,1895.2152409401976,1917.824388366449,1416.4881324115163,1157.4423638389158,2171.895979153468,1519.3369487608488,1324.8346762129968,1219.7733393615683,1407.4481590476985
english468,1,30.0,usa,362.22046755836124,562.2552152851832,505.3068508547032,716.5782923701574,441.5156711968571,554.7202002907877,223.71728698954217,822.1774101627148,763.2535325308141,381.7354070756423,584.7307740702001,378.7233089250611,366.19616627901576,1974.2169719305148,908.2883818758984,433.5658115699331,580.5110299408135,563.1997132598304,826.1282209120067,810.302344837887,412.7424475271416,368.8198689156236,386.0593939420824,439.060530019376,2143.314099871843,272.6953219333452,307.52574949649016,307.8824787200021,588.353146508257,266.95402429804136,495.9357683525304,309.3337516816668,305.14750791005787,371.124757315739,596.7304919870915,688.8434882730024,765.2691885953478,469.0572361588376,595.457224587121,387.9589729784467,1155.126363235551,387.9020000431548,524.0410219603842,363.800808993419,324.05088803293825,412.3229305615593,470.6912355546365,326.00974286394256,449.8681145311508,529.1179409430382,465.8332833813984,1118.9691526607667,482.4429064438464,603.016674825673,464.8158605724838,1518.0753332032125,1352.459526119735,1699.2928418018173,1606.554592926378,1617.6630722304003,1551.4632763638574,1719.108581109641,2165.81321675406,1017.3255317609388,1693.939865064253,1260.5758788963988,835.5486611423798,1784.6920746959831,2595.3031664012065,2030.9248746281,1276.3604755709212,1437.713554659016,942.6418297819268,1521.2319276881049,2102.7603763805328,1456.60763254652,1466.5913057654202,1775.9315329152023,1795.3779517688547,2799.973932069536,2016.323531342112,1513.2705538728624,1975.515647347381,1434.3786156375625,2012.350502011331,1530.893874404737,1069.3513859628151,1748.4635297269574,1695.1346612744196,1332.518039200184,843.1609713215796,1659.0516274974773,1918.1963395569092,1725.9069601262408,968.742129305614,2110.0313924895013,1006.984388977452,2294.9782251112224,1579.9646445084993,1980.1179128898493,1630.3983180041832,1614.8239991741546,1807.1645096448124,1526.639300732052,773.1679290600882,1787.155811702355,1745.3871047718224,1710.9184969063683,1920.1256642740063,1536.911658113523
english469,1,22.0,usa,523.6125525719305,523.6672514401407,569.7035720176888,791.2164516949458,804.0054884334011,756.3910388800136,468.2435135859674,1455.6305322280643,839.8228270999497,1899.1538847123404,581.6245087479565,592.5023653628554,415.78987403989504,2186.886588869967,817.0020717488907,860.1933653214596,1389.7146670080956,806.014774712753,1170.6205885091936,1254.3599445462478,1037.0160552485802,1871.799980237993,500.3951722511049,484.2912113709956,333.7898253681117,341.2178455259271,1487.229882471868,2193.127928988981,783.571837704976,248.9263536824159,637.6197274344225,430.1749467210802,2182.838197602677,1913.9182838793452,822.9930366377268,771.0544061509623,881.5779161666064,486.44987627964,1242.0410656751328,1367.2398041270828,255.00884319028955,704.4867780943432,879.1763816931958,831.7677324985953,334.81068306464925,400.5602263261316,488.5589001684032,311.33312265786424,1599.622781096764,434.10522721137454,519.4463070788993,842.3671864802072,551.5168639678221,787.1621592974918,419.86045371624846,1661.8970342352068,1177.5056659296467,2105.8060254445454,1540.6763265972118,1632.2686456616966,1612.922605879454,2012.0246391521036,2573.8235657882456,1000.881299497328,1934.8877442248704,1220.406799940158,1461.127648509479,1910.1340470171835,2699.638117759549,1293.713297554979,1648.5076251635141,1893.5275796947349,976.0258617396844,1706.1500821617783,2306.095408544776,1591.369049930593,2790.365052342804,1972.1247015876008,2130.950496995377,2317.7121851109528,2387.039821261596,2662.247764625748,2744.673313698371,1324.295953534152,2072.7192248509305,1650.5316285385811,2015.1210493972685,2680.96073978922,2462.69277626844,1344.7313019764724,1205.8144300913868,1615.50129302841,2120.8472636902943,2125.7096058038787,2044.433650112761,1842.9941618710864,1203.251518186072,2245.432811110111,2113.6596642011878,2136.62986746385,2007.0359186340263,1959.3783834918622,2127.802240233956,2212.76789646469,1331.9229633927075,1883.3129214697829,1851.9704797873676,1573.6308013007288,2135.689031391943,1581.9066810097506
english47,0,76.0,usa,564.5277259557273,897.8002498208119,772.8637183484652,869.8943741927287,667.8898556613524,685.9816195662527,427.8668165794862,427.6391776860219,862.0917878054286,548.4943506286055,619.8506916648037,877.5181851112345,470.028244935498,371.14399918510486,943.6865960930824,607.7084675347822,565.446574735131,695.0067203159014,693.6144984982425,588.6623669679775,560.2938188319804,436.2451869926507,473.6088440161634,761.067457500915,396.9768762176569,436.35684851655947,552.7431973461612,347.9893561287929,756.9900265385402,405.6893788456343,490.4570894000293,427.288641731056,474.7952650647107,471.626657480627,664.7201903754724,867.0726465594781,933.8121097352164,715.3461697704653,640.5351926646443,580.9615499036084,527.0665126782317,818.678649062824,552.4453616335729,498.5158396640149,405.5251765737024,543.8183280253562,676.4606805330498,470.2491523143381,469.689123002734,587.0598023713765,804.3529069282289,435.2022628211368,603.9982340258016,457.1882304668961,542.0255341307097,2313.272733785539,1291.1015307085302,2322.1990337139873,1709.3764849594056,2134.5151958565234,2260.844136962074,2547.2347917601223,1426.5504397350296,1260.0984850681605,1593.029305343869,1419.099201874042,1246.5282827648966,2380.7149031520385,2789.469715358371,1551.290133236813,1009.0155320091944,1902.207114325658,1167.407728389303,1326.460599494529,1158.8725155421405,1332.573559865793,1920.6801409678808,2592.3738560307684,2012.277259777064,2687.550489786436,2386.6101948922496,1532.6276791437533,2784.674637741334,1879.5528348945131,1800.443337494293,2671.830027364207,1761.7440724311505,2446.292495174225,2277.059978586726,1973.7004944232003,1166.272015519061,1811.5093701397936,1916.561844073981,1404.835969505693,1412.7459273712643,1853.4149453085308,1247.4508263010334,1043.2154049361511,1647.5024469894897,2582.619165891014,2392.0255362255016,1821.8701538527857,2275.229679563034,1663.788139935189,1008.3194635473149,1901.8177476048215,1459.221645224633,2745.084027294132,892.8391010434322,1724.671925497769
english470,1,21.0,uk,270.08725667523953,429.6257406616675,557.4808937177785,590.4134799228405,570.0325536422306,652.1686171735985,344.5415396025298,303.6059786649574,532.642463085482,304.77381680918126,556.7546567044718,398.94757658929694,387.2782556459731,251.955168953326,635.771492045738,369.2083692195075,524.5826741144499,497.8960779533549,671.3179903353134,521.5607374694175,436.0040456217848,349.8681724287857,401.3480076850147,497.3623173419342,331.765913185259,317.5078035559138,730.0461521459188,265.9500743177856,657.7419533970892,293.5778760015147,557.4557952963171,279.24951761957186,283.81635768215074,332.9452813323252,601.8832488081597,653.9293218465288,650.6888519521183,337.54342725206084,278.6548112613653,278.9365686072388,908.9620227379924,531.6767144206476,476.8186728302955,315.2197792196916,285.5185469818666,373.8395853966656,452.3972144479375,270.8556250848757,1642.3794242708227,427.465491047513,519.7866805175233,348.476431372263,553.4786823255911,333.5310230238387,278.5662749610055,1727.8337091756346,1516.0316399335263,1569.994138100041,1218.4712458897566,1610.3270814867958,1575.516795198222,1896.6522893912177,1893.5960387580965,974.0378455732808,1860.013293508662,1351.5757911385758,1136.3165262562677,1794.560956704401,2104.1580392647475,1410.7072462325575,1431.541145065406,1640.550966357001,958.9487057949656,1745.400168935751,1581.840091489699,1478.8166262259615,1810.1492938651008,1886.3895106601217,1889.634829871974,1752.6682839245582,2257.809641690357,1893.157075021058,2304.64942788592,1539.2301351036351,2011.346419824209,1691.7239998879827,1880.174140341894,2118.604652344448,1875.956536827852,1516.981509536526,1175.382632250147,1604.8522942019615,1946.9191085970403,1728.322275600077,1561.5642650541836,2458.2190553934606,1392.4642518803832,1090.2882404484628,1536.6320474697422,2047.0679022644727,1893.8414931393,1630.2218379061128,2038.9881057048967,2528.16321187442,1256.628370588041,1749.5222819158062,1442.6202133563263,1596.0399546776443,1166.528620619407,1541.252017170395
english473,1,20.0,uk,477.7186460770111,465.0182260060859,608.0549162911772,778.5746327736955,723.9123924534287,677.4880480386956,405.96420544678966,288.1739580669412,643.2110528633086,378.386434988685,403.8883747287283,422.6956587332344,314.70543399805706,322.40424690320685,648.2359159735993,487.89551260555584,638.0796988775212,620.7765335038437,155.1630899341374,494.4266799237786,503.1230701826291,435.1432403828682,447.13997979821767,479.515017850417,340.1599906722797,378.91846281285774,473.389970591413,305.9570590770245,595.7435955823598,276.7778582673441,574.1498403493621,281.6915518546378,184.16530173637452,453.0492927701334,681.9342342047343,503.0520181303272,732.6070652125816,544.1065818135276,478.55999690435664,331.7938219192168,527.9425549136556,661.7702662491457,525.8166878991883,417.7991531470759,308.6322207835068,394.60560705341527,386.73995140686736,267.06869445187795,304.6244794630926,449.3106553791919,412.52896618151146,356.774562089701,564.9279344593451,396.5795886068348,388.9512959896985,1671.780035472324,1288.6836227802503,1411.2342156105854,1384.080253070483,1387.1837260177751,1400.8385973818858,1977.168276203944,2015.7690546292315,1132.74839223083,1698.7435952336643,1237.2806760295005,1199.822297429916,2030.9789704025568,2229.9886166383526,1166.9047892006222,1472.9329333987534,1455.372676812868,1164.4039903601754,1478.7436836132022,1455.9120709318747,1593.8558402376548,1682.6854413499375,1998.7823392575365,2031.781201696386,2316.314343004825,2505.198936665531,1431.622038972885,2100.3263228109663,1303.6204448657918,2234.360284981876,1517.0736034275717,2135.1364109514125,2086.8647886314884,1937.8858077425853,1329.482486739087,931.7727665656116,1457.894803903548,1809.0072920525056,1928.162920255327,1953.7988264477567,2088.917761935093,1513.8155398083277,1237.2760860482192,1536.1880284942883,1869.2392164306411,2021.0002202293067,1991.2811349974022,2136.0638799781977,1455.841309392122,1253.2201788989432,2001.611906757028,1667.1455177714026,1390.816782897154,1012.0713817591288,1492.2018769128326
